file,task,n_ops,num_steps,task_seed,arm,observed,null_mean,null_std,obs_minus_null,z,p_value,pr_real,pr_null
count_ones_n24_ns128_init1.npy,count_ones,24,128,1,real,0.6137066601083224,0.6465795597148748,0.0018812968730220914,-0.032872899606552375,-17.47353119964834,1.0,39.30432478414614,50.53843227810566
count_ones_n24_ns128_init1.npy,count_ones,24,128,1,calibration,0.6500219439319544,0.6465429004607176,0.001816669494704478,0.0034790434712368423,1.9150668194617242,0.03,50.534023494132825,50.05141889002516
count_ones_n24_ns128_init2.npy,count_ones,24,128,2,real,0.6214266189717056,0.6191738520929337,0.001699241125407622,0.0022527668787718502,1.3257487975589373,0.11,54.231705190127606,71.94375158052232
count_ones_n24_ns128_init2.npy,count_ones,24,128,2,calibration,0.620534720658775,0.6192277533107865,0.0016687325238149086,0.001306967347988519,0.7832096092911559,0.2,72.31148313439577,71.0342578825652
count_ones_n24_ns128_init3.npy,count_ones,24,128,3,real,0.6276300649297247,0.6389426509825377,0.0017131422611434803,-0.011312586052812934,-6.603413101993095,1.0,47.72951967680716,61.460907877271374
count_ones_n24_ns128_init3.npy,count_ones,24,128,3,calibration,0.6415644984993312,0.6390803773092926,0.001668778272717825,0.0024841211900386018,1.4885867287766659,0.05,61.42647651337006,61.02961201942606
count_ones_n24_ns128_init4.npy,count_ones,24,128,4,real,0.6138261603339009,0.6313462754213783,0.0017453456214019684,-0.017520115087477417,-10.038192362956849,1.0,50.15697030167303,57.39739199290076
count_ones_n24_ns128_init4.npy,count_ones,24,128,4,calibration,0.632353556681192,0.631134218213947,0.0017291123319885724,0.0012193384672449792,0.7051817540637595,0.23,57.536717399789126,56.8744366836479
count_ones_n24_ns64_init0.npy,count_ones,24,64,0,real,0.6184173679942679,0.6009578484758118,0.0010939832471015753,0.017459519518456146,15.959585820636471,0.0,14.153673208330119,18.04368943766558
count_ones_n24_ns64_init0.npy,count_ones,24,64,0,calibration,0.6015766147047826,0.6012968261827782,0.0011515771786855002,0.0002797885220043872,0.2429611555204312,0.41,18.10090062439081,18.115119726307118
count_ones_n24_ns64_init1.npy,count_ones,24,64,1,real,0.6309471450377859,0.6143977563580675,0.0012563010239514643,0.016549388679718446,13.173107690118234,0.0,11.13703282383533,14.859178538502492
count_ones_n24_ns64_init1.npy,count_ones,24,64,1,calibration,0.6146595664986299,0.6144840222503016,0.0012655846961972888,0.0001755442483282188,0.13870604539994663,0.45,14.806524529881514,14.91636206219025
count_ones_n24_ns64_init2.npy,count_ones,24,64,2,real,0.6304537999526447,0.6145211088579796,0.0011562880459849913,0.015932691094665108,13.779171331908689,0.0,14.696052098357256,15.756161108709202
count_ones_n24_ns64_init2.npy,count_ones,24,64,2,calibration,0.6126145749891353,0.6147260704311178,0.0014892865475960781,-0.002111495441982525,-1.4177899111428764,0.92,15.699176093262656,15.84199423761285
count_ones_n24_ns64_init3.npy,count_ones,24,64,3,real,0.6258003697070628,0.6123272476527502,0.0012700609763726378,0.013473122054312614,10.608248190407812,0.0,16.618578406361713,16.644268261779636
count_ones_n24_ns64_init3.npy,count_ones,24,64,3,calibration,0.6113185407094425,0.6123651907135046,0.001314648283613353,-0.0010466500040621218,-0.7961445027603663,0.74,16.621623315032313,16.655053320831676
count_ones_n24_ns64_init4.npy,count_ones,24,64,4,real,0.6237372567342981,0.6077259704542414,0.0013109276971227527,0.01601128628005677,12.213706610363504,0.0,15.600007937180466,17.042216799740903
count_ones_n24_ns64_init4.npy,count_ones,24,64,4,calibration,0.6072764888034197,0.607641148708557,0.001205607351721856,-0.00036465990513734337,-0.30246987513516216,0.64,17.17287044963254,17.09943123306855
count_ones_n2_ns128_init0.npy,count_ones,2,128,0,real,0.6282711012149838,0.6225746454304183,0.0017434393133346797,0.005696455784565457,3.267366831180281,0.0,40.54545302222568,65.52661711548244
