task,n_ops,num_steps,init_seed,variant,observed,null_mean,null_std,z_score,p_value
count_ones,16,64,0,W8_absturn_centroid,0.6670994603735967,0.6237792119836814,0.0021970345068689735,19.71760036288718,0.0
count_ones,16,64,0,W9_windowed_maxnet,0.9790197042812075,0.4263380546973947,0.2126100157475655,2.5995090007425548,0.01
count_ones,16,64,1,W1_centroid,0.6253391850714615,0.6225445151209217,0.0020720999149375185,1.3487138966578525,0.08
count_ones,16,64,1,W2_fixedpoint,1.0752935640460641,0.39859745700875604,0.3471512648819315,1.9492831381946918,0.01
count_ones,16,64,1,W3_sphere,0.2530381454858577,0.9437933300751419,0.004047457282299274,-170.66398393138343,1.0
count_ones,16,64,1,W4_turn2d_signed,2.5515790066847894,0.7287862844272219,0.5533201946395325,3.2942819364202838,0.0
count_ones,16,64,1,W5_turnfull_unsigned,14.548640384247614,14.502186310831656,0.01840313572991234,2.524247720482345,0.01
count_ones,16,64,1,W6_pc23,1.1715698717633394,1.1718588688288007,0.005731043338810963,-0.05042660618255431,0.49
count_ones,16,64,1,W7_absturn_fixedpt,1.9136963642782778,1.3439072180839269,0.4120520132263105,1.382808790892636,0.12
count_ones,16,64,1,W8_absturn_centroid,0.6555434519536957,0.6259734249878047,0.0018478149960688558,16.002698878837908,0.0
count_ones,16,64,1,W9_windowed_maxnet,0.8778157410738084,0.4602522525905509,0.24090740602083557,1.7332945274714524,0.07
count_ones,16,64,2,W1_centroid,0.6284070171337942,0.6228376402191951,0.0023525452845321463,2.367383510624631,0.0
count_ones,16,64,2,W2_fixedpoint,1.079883229653794,0.43418259626967093,0.30686575775606373,2.104179489121783,0.01
count_ones,16,64,2,W3_sphere,0.18523825847570805,0.94432066604647,0.004007988007840431,-189.39238492875828,1.0
count_ones,16,64,2,W4_turn2d_signed,2.9168277902538695,0.7714629210134817,0.6883902256457916,3.116495251262148,0.01
